outputtimes,rmsx,rmsy,rmsh,rmsz
Wednesday 01-Apr-2020 00:00:00,2.07721113209582,1.87124261207519,3.0360949690684,0.953776128246191
Wednesday 01-Apr-2020 01:00:00,2.0550833965748,1.84845428252985,3.00566621996156,0.988964629993398
Wednesday 01-Apr-2020 02:00:00,2.15929758734489,1.88156654447887,3.10971016114545,0.952075687252931
Wednesday 01-Apr-2020 03:00:00,2.08982076843634,1.8531697907345,3.04262624129546,0.952645471625491
Wednesday 01-Apr-2020 04:00:00,2.20954043675036,1.93310956179788,3.18747688643712,1.03834126872256
Wednesday 01-Apr-2020 05:00:00,2.31583552103003,2.09725053616953,3.4205036017281,1.13642295076723
Wednesday 01-Apr-2020 06:00:00,2.6299207386216,2.48058880268739,3.94145062895322,1.27667966026593
Wednesday 01-Apr-2020 07:00:00,3.23048464369294,2.88639029926081,4.78910528414535,1.59974867577108
Wednesday 01-Apr-2020 08:00:00,3.97563158142309,3.42089238254552,5.84341317656258,1.86529561773497
Wednesday 01-Apr-2020 09:00:00,3.32345539578095,3.06189364185825,5.01709686958256,1.68233942990704
Wednesday 01-Apr-2020 10:00:00,3.89896398063469,3.50709823584133,5.84134128009261,1.97853898316819
Wednesday 01-Apr-2020 11:00:00,3.53638502227769,3.15021486372455,5.29404399248329,1.77767661240875
Wednesday 01-Apr-2020 12:00:00,3.35709458056452,3.07796433467581,5.06214218826197,1.66212841742867
Wednesday 01-Apr-2020 13:00:00,3.62554132376997,3.12036870508042,5.30207497045124,1.80149931868671
Wednesday 01-Apr-2020 14:00:00,3.5297125817497,2.91985998312787,5.07119941815321,1.74379987438145
Wednesday 01-Apr-2020 15:00:00,2.84753869560131,2.46176647402629,4.15503738304624,1.36820558108533
Wednesday 01-Apr-2020 16:00:00,2.68859571810313,2.32801813571709,3.90542989667401,1.24911565127904
Wednesday 01-Apr-2020 17:00:00,2.65605819356943,2.31405961170915,3.86920577449272,1.17744472014222
Wednesday 01-Apr-2020 18:00:00,2.48645495019352,2.12267706033019,3.588252749313,1.12008536067821
Wednesday 01-Apr-2020 19:00:00,2.31534924019666,1.97335843635533,3.31793987184292,1.01832638091771
Wednesday 01-Apr-2020 20:00:00,2.28702998746045,1.93955983890465,3.25714408246982,0.967225994192622
Wednesday 01-Apr-2020 21:00:00,2.43865691015342,2.12201042328555,3.51753828721839,1.00552322808701
Wednesday 01-Apr-2020 22:00:00,2.72529815233129,2.37630926515405,3.95469403361351,0.963204780725698
Wednesday 01-Apr-2020 23:00:00,2.39546246627674,2.12799928737262,3.47296490846643,0.965323281844241
Thursday 02-Apr-2020 00:00:00,2.24402234866964,1.99897216793958,3.26039450448851,0.931532291838771
Thursday 02-Apr-2020 01:00:00,2.27458273771216,1.96784936686845,3.23458194961815,0.910778463333681
Thursday 02-Apr-2020 02:00:00,2.2562519782628,1.9994806248513,3.25545053765089,0.953604093687499
Thursday 02-Apr-2020 03:00:00,2.26100016992819,2.0335709868285,3.28582020557277,1.00311522121835
Thursday 02-Apr-2020 04:00:00,2.48031469458689,2.22643856941067,3.61299595673865,1.03109451580483
Thursday 02-Apr-2020 05:00:00,2.41031754029841,2.17268104776874,3.53152601734067,1.15731455927484
Thursday 02-Apr-2020 06:00:00,3.16759893845911,2.98462733267295,4.81274462496733,1.35758120474192
Thursday 02-Apr-2020 07:00:00,-1,-1,-1,-1
Thursday 02-Apr-2020 08:00:00,4.73534765910886,3.82389630609181,6.74825724049856,2.01579201681226
Thursday 02-Apr-2020 09:00:00,4.31478300150234,3.84432529438053,6.40409264090793,1.77375198697072
Thursday 02-Apr-2020 10:00:00,4.41343689175805,3.76979084812521,6.45937561143521,1.93425646364067
Thursday 02-Apr-2020 11:00:00,5.1885560444367,4.27343742935007,7.51651643403404,1.97688118668459
Thursday 02-Apr-2020 12:00:00,4.87376884652241,4.27765601088399,7.29747463052094,1.81479433213515
Thursday 02-Apr-2020 13:00:00,5.42344763808894,4.40432686297438,7.87067728685203,1.95910737496535
Thursday 02-Apr-2020 14:00:00,5.06417159963747,4.02715002806738,7.27272607831035,1.8472242462493
Thursday 02-Apr-2020 15:00:00,3.99696046653618,3.57477659618077,6.0017393484795,1.48092460463542
Thursday 02-Apr-2020 16:00:00,4.27799311202196,3.98221106793778,6.57855975246184,1.38861974387864
Thursday 02-Apr-2020 17:00:00,3.87280637447458,3.52979467502377,5.85069605390484,1.25849211997532
Thursday 02-Apr-2020 18:00:00,3.90401559188854,3.56523432951642,5.90583151245393,1.21542486381405
Thursday 02-Apr-2020 19:00:00,4.63883232688283,4.16007280590072,7.0879345425343,1.19967215235583
Thursday 02-Apr-2020 20:00:00,3.73987019915826,3.32837802745773,5.62966820698406,1.10129815581787
Thursday 02-Apr-2020 21:00:00,3.50530977552071,3.15199423556986,5.3240259717295,1.06352267263257
Thursday 02-Apr-2020 22:00:00,3.11239930038162,2.78400946583472,4.60482109862565,1.03721171186181
Thursday 02-Apr-2020 23:00:00,2.92709619253101,2.61183176441324,4.34378641877779,1.03528010916657
Friday 03-Apr-2020 00:00:00,3.01507126189894,2.67270612653886,4.42538441809197,1.03739530643501
Friday 03-Apr-2020 01:00:00,2.66856744529511,2.42868313513351,3.95892083309379,0.983677756324366
Friday 03-Apr-2020 02:00:00,2.55725295693992,2.28314737551426,3.75775418846446,1.00454142974277
Friday 03-Apr-2020 03:00:00,2.88938585541876,2.58163361388736,4.24731433417445,1.05629829211778
Friday 03-Apr-2020 04:00:00,2.90515598486157,2.64082454640405,4.31441885320551,1.12834990241487
Friday 03-Apr-2020 05:00:00,2.73761012674322,2.45906223250594,4.05018385482612,1.17065224883782
Friday 03-Apr-2020 06:00:00,3.28819237835246,3.09441786205813,4.9808369695038,1.38816279496453
Friday 03-Apr-2020 07:00:00,4.02238701462364,3.49765935787211,5.91506225853946,1.75427358572443
Friday 03-Apr-2020 08:00:00,3.86296800681769,3.35954052314577,5.6909693774035,1.75740148154645
Friday 03-Apr-2020 09:00:00,3.52892057457773,3.16355709641435,5.25124744459888,1.69747061569325
Friday 03-Apr-2020 10:00:00,5.16224289419519,4.67982127492474,7.89310152017726,1.95662798579159
Friday 03-Apr-2020 11:00:00,4.70987218095633,4.13698675527237,6.9690026967375,1.83848215694488
Friday 03-Apr-2020 12:00:00,4.19503169276285,3.68750529962985,6.19662160400682,1.6949395745129
Friday 03-Apr-2020 13:00:00,4.05260318276534,3.42712246777873,5.9109906592161,1.8112854437269
Friday 03-Apr-2020 14:00:00,3.9567524297152,3.28795672406826,5.70078694877832,1.62172317580713
Friday 03-Apr-2020 15:00:00,3.19244167862726,2.74349277587719,4.62999254946876,1.34948498599024
Friday 03-Apr-2020 16:00:00,2.87839428161678,2.4641470669665,4.15605435666812,1.18830415051838
Friday 03-Apr-2020 17:00:00,2.70672690417943,2.30804372397631,3.89984644475069,1.12550407823924
Friday 03-Apr-2020 18:00:00,2.53234357960196,2.2507636408081,3.69210112483812,1.13787546520454
Friday 03-Apr-2020 19:00:00,2.33767112047557,2.07338161933002,3.40620746567101,1.02696367408891
Friday 03-Apr-2020 20:00:00,2.20188301389551,1.96789046783766,3.22552782842377,0.95981314139935
Friday 03-Apr-2020 21:00:00,2.16851298240722,1.93463149928191,3.15896038270644,0.967940609789797
