outputtimes,outputvec
Monday 01-Jun-2020 00:00:00,1.55954053062646
Monday 01-Jun-2020 01:00:00,1.44013888219158
Monday 01-Jun-2020 02:00:00,1.25492363645496
Monday 01-Jun-2020 03:00:00,0.875119039521672
Monday 01-Jun-2020 04:00:00,0.779850413006665
Monday 01-Jun-2020 05:00:00,0.644722162382112
Monday 01-Jun-2020 06:00:00,0.756416992581914
Monday 01-Jun-2020 07:00:00,1.28828050775701
Monday 01-Jun-2020 08:00:00,2.29706334261814
Monday 01-Jun-2020 09:00:00,2.20053023913177
Monday 01-Jun-2020 10:00:00,2.15654043937661
Monday 01-Jun-2020 11:00:00,2.95719461652425
Monday 01-Jun-2020 12:00:00,2.17109803248648
Monday 01-Jun-2020 13:00:00,3.07863606163509
Monday 01-Jun-2020 14:00:00,2.68703678178522
Monday 01-Jun-2020 15:00:00,2.86920430317071
Monday 01-Jun-2020 16:00:00,2.89565766853289
Monday 01-Jun-2020 17:00:00,2.91567602224024
Monday 01-Jun-2020 18:00:00,2.40544521173663
Monday 01-Jun-2020 19:00:00,1.46414781137675
Monday 01-Jun-2020 20:00:00,1.30108928722564
Monday 01-Jun-2020 21:00:00,1.37198153534708
Monday 01-Jun-2020 22:00:00,1.49181097998372
Monday 01-Jun-2020 23:00:00,0.575325994545701
Tuesday 02-Jun-2020 00:00:00,0.58409474117361
Tuesday 02-Jun-2020 01:00:00,1.0752519084692
Tuesday 02-Jun-2020 02:00:00,1.48239670803736
Tuesday 02-Jun-2020 03:00:00,1.56976643697929
Tuesday 02-Jun-2020 04:00:00,1.88807662273895
Tuesday 02-Jun-2020 05:00:00,1.84137629686783
Tuesday 02-Jun-2020 06:00:00,1.71464281994822
Tuesday 02-Jun-2020 07:00:00,1.92760646052732
Tuesday 02-Jun-2020 08:00:00,2.04768161587684
Tuesday 02-Jun-2020 09:00:00,1.4360826345769
Tuesday 02-Jun-2020 10:00:00,1.72244980575149
Tuesday 02-Jun-2020 11:00:00,2.07761882933323
Tuesday 02-Jun-2020 12:00:00,2.70985854489369
Tuesday 02-Jun-2020 13:00:00,2.60089728106795
Tuesday 02-Jun-2020 14:00:00,3.13238460814334
Tuesday 02-Jun-2020 15:00:00,3.28813523647269
Tuesday 02-Jun-2020 16:00:00,3.18077558676077
Tuesday 02-Jun-2020 17:00:00,3.0811523818208
Tuesday 02-Jun-2020 18:00:00,2.77713881539976
Tuesday 02-Jun-2020 19:00:00,2.00262539546873
Tuesday 02-Jun-2020 20:00:00,1.55021503884676
Tuesday 02-Jun-2020 21:00:00,1.78582380616529
Tuesday 02-Jun-2020 22:00:00,1.51657508881031
Tuesday 02-Jun-2020 23:00:00,1.76053968998146
Wednesday 03-Jun-2020 00:00:00,2.24057284341899
