outputtimes,rmsx,rmsy,rmsh,rmsz
Saturday 01-Feb-2020 00:00:00,2.5329969938376,2.29316689581349,3.69604668689422,0.863513648310647
Saturday 01-Feb-2020 01:00:00,2.38496041839649,2.08292685487683,3.42203527164408,0.853976975340696
Saturday 01-Feb-2020 02:00:00,2.37797014448456,2.10043031322647,3.44371117262311,0.872377040630517
Saturday 01-Feb-2020 03:00:00,2.38739084161869,2.11064025212652,3.43292161590822,0.893213579910629
Saturday 01-Feb-2020 04:00:00,2.33325519693067,2.0597422830582,3.3646755908857,0.849051766803728
Saturday 01-Feb-2020 05:00:00,2.42123774904287,2.15483594456387,3.49280619646866,0.909332051398637
Saturday 01-Feb-2020 06:00:00,2.42955325669972,2.17745316398605,3.51949075932799,0.987188907046676
Saturday 01-Feb-2020 07:00:00,2.76732556791863,2.44133341760786,4.02467116704745,1.19163657725575
Saturday 01-Feb-2020 08:00:00,2.79663465817685,2.55373649164501,4.13044956625326,1.23317070961253
Saturday 01-Feb-2020 09:00:00,2.91202497978869,2.62468908957687,4.27445993695269,1.22205064179501
Saturday 01-Feb-2020 10:00:00,3.11659121788455,2.81086463939702,4.62265149560383,1.27462433047149
Saturday 01-Feb-2020 11:00:00,3.25872146163571,2.95519748670794,4.84707889815964,1.34539165750421
Saturday 01-Feb-2020 12:00:00,2.96144649662766,2.6371278526672,4.33918330887927,1.13089142542617
Saturday 01-Feb-2020 13:00:00,3.14407054619472,2.85736374577349,4.68030478052631,1.2422994789405
Saturday 01-Feb-2020 14:00:00,2.94240027741501,2.64236215424035,4.34622366429253,1.13557866969736
Saturday 01-Feb-2020 15:00:00,2.83063604368126,2.63388736717066,4.2294385848853,1.06873317971609
Saturday 01-Feb-2020 16:00:00,2.69123432999628,2.50826218392487,4.0193736894941,0.977023904094097
Saturday 01-Feb-2020 17:00:00,2.90562319023147,2.72398002083187,4.34937783642262,1.12155871581067
Saturday 01-Feb-2020 18:00:00,2.75742211850919,2.51701709447448,4.07173687085252,1.05464717903957
Saturday 01-Feb-2020 19:00:00,2.68650411796409,2.52461499808825,3.98075195995575,1.04362909369874
Saturday 01-Feb-2020 20:00:00,2.48165969918029,2.29200008322398,3.65171844831435,0.933880081026059
Saturday 01-Feb-2020 21:00:00,2.39420288177929,2.14495914402424,3.47517014970072,0.885314275856291
Saturday 01-Feb-2020 22:00:00,2.33629451311877,2.13385440695613,3.43348589603546,0.941918945062962
Saturday 01-Feb-2020 23:00:00,2.36744899941448,2.12360142061773,3.43594021429359,0.877246813164912
Sunday 02-Feb-2020 00:00:00,2.34590905611615,2.10641760017432,3.4121471843005,0.847152918747328
Sunday 02-Feb-2020 01:00:00,2.24411872616252,2.02721207831516,3.28148564155232,0.821671147098013
Sunday 02-Feb-2020 02:00:00,2.34816651656399,2.08932164371291,3.41165163260432,0.821942728881127
Sunday 02-Feb-2020 03:00:00,2.27584099831204,2.00890987445176,3.29548509633241,0.819075057027422
Sunday 02-Feb-2020 04:00:00,2.32395111844943,2.03831137464942,3.34494470373483,0.814292648958658
Sunday 02-Feb-2020 05:00:00,2.33288607506845,2.06130247795668,3.35773956335106,0.808123549144662
Sunday 02-Feb-2020 06:00:00,2.33952325533752,2.10689745345446,3.38779829491324,0.833119225113813
Sunday 02-Feb-2020 07:00:00,2.4354183046948,2.18200947208392,3.51112916860668,0.870319883751725
Sunday 02-Feb-2020 08:00:00,2.34339273432771,2.10785843194852,3.40127264705807,0.882398056873641
Sunday 02-Feb-2020 09:00:00,2.53177206082418,2.26166341904848,3.67953315220905,0.97782869873312
Sunday 02-Feb-2020 10:00:00,3.12324938143341,2.82018792729528,4.62632537971938,1.10873258275381
Sunday 02-Feb-2020 11:00:00,3.26492595713956,2.96598095169046,4.87944921255177,1.15475455683222
Sunday 02-Feb-2020 12:00:00,3.19694205803372,2.84696264384348,4.71946005428337,1.1004917043765
Sunday 02-Feb-2020 13:00:00,3.28055960688661,2.95234541483762,4.90048670919127,1.14727188543537
Sunday 02-Feb-2020 14:00:00,3.24790776683837,2.98419542872458,4.83394098989978,1.23144745936471
Sunday 02-Feb-2020 15:00:00,2.79677235841813,2.56237549732961,4.15258540854525,1.10826793691354
Sunday 02-Feb-2020 16:00:00,2.99287358619283,2.75401762466373,4.4398961636163,1.15637335617919
Sunday 02-Feb-2020 17:00:00,2.85978340782902,2.61674806187539,4.25753771742176,1.11486846477973
Sunday 02-Feb-2020 18:00:00,2.83321728750619,2.55038052966847,4.19359671235045,1.0892766851174
Sunday 02-Feb-2020 19:00:00,2.75554732680951,2.44188014342852,4.0352020062555,1.0410861180529
Sunday 02-Feb-2020 20:00:00,2.66935556349989,2.39520515647211,3.94045538935629,1.0077182392913
Sunday 02-Feb-2020 21:00:00,2.4117744996589,2.14370026335487,3.51548256787789,0.907900274439664
Sunday 02-Feb-2020 22:00:00,2.51902500244025,2.24924714014539,3.70414861804993,0.959010605946318
Sunday 02-Feb-2020 23:00:00,2.50205149922202,2.24565507845993,3.67153965720126,0.954534504387156
Monday 03-Feb-2020 00:00:00,2.53758651172482,2.25677407705148,3.70027537169596,0.947723336951153
Monday 03-Feb-2020 01:00:00,2.42280253666893,2.08555203439868,3.47889881429371,0.904307883906622
Monday 03-Feb-2020 02:00:00,2.31505227868202,2.05117871470085,3.36888637959335,0.909603287211672
Monday 03-Feb-2020 03:00:00,2.44111532116691,2.12323579680046,3.51888825771893,0.95710799030043
Monday 03-Feb-2020 04:00:00,2.40639735932758,2.16445253258963,3.52057321161477,1.01053561225823
